time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-02-08T18:31:57.060Z,-20.4312,-177.6153,539.45,4.8,mb,,113,4.89,0.52,us,usc000tn88,2015-02-08T20:58:57.772Z,"115km ENE of Ndoi Island, Fiji",earthquake
2015-02-08T18:29:20.330Z,34.6063333,-118.6463333,8.4,1.73,ml,44,60,0.06417,0.26,ci,ci37314240,2015-02-08T18:33:41.172Z,"13km N of Castaic, California",earthquake
2015-02-08T18:26:09.680Z,33.376,-116.3906667,14.02,1.12,ml,42,50,0.1098,0.24,ci,ci37314232,2015-02-08T18:30:04.121Z,"13km N of Borrego Springs, California",earthquake
2015-02-08T18:17:44.510Z,38.8339996,-122.7906647,2.53,0.69,md,9,70,0.00441,0.01,nc,nc72393486,2015-02-08T19:33:07.178Z,"6km WNW of Cobb, California",earthquake
2015-02-08T18:15:53.400Z,37.7960014,-122.0556641,6.62,1.59,md,22,67,0.02125,0.05,nc,nc72393481,2015-02-08T21:01:03.902Z,"5km WSW of Danville, California",earthquake
2015-02-08T18:10:47.550Z,38.8479996,-122.8266678,1.6,0.81,md,8,134,0.007138,0.01,nc,nc72393476,2015-02-08T19:10:02.803Z,"9km WNW of Cobb, California",earthquake
2015-02-08T17:57:28.330Z,40.4840012,-124.2473297,23.52,2.14,md,9,237,0.1643,0.06,nc,nc72393471,2015-02-08T20:26:04.639Z,"10km S of Ferndale, California",earthquake
2015-02-08T17:51:23.000Z,61.6921,-149.8,29.7,1.8,ml,,,,0.69,ak,ak11504711,2015-02-08T18:07:41.323Z,"6km N of Houston, Alaska",earthquake
2015-02-08T17:37:09.320Z,38.8074989,-122.7945023,1.22,1.21,md,11,113,0.0007815,0.02,nc,nc72393461,2015-02-08T20:11:05.048Z,"4km NW of The Geysers, California",earthquake
2015-02-08T17:34:45.160Z,38.8343315,-122.802002,2.52,0.88,md,9,141,0.009974,0.02,nc,nc72393456,2015-02-08T19:42:04.542Z,"6km W of Cobb, California",earthquake
2015-02-08T17:20:48.482Z,41.8635,-119.6445,8.7182,1.05,ml,4,222.45,0.144,0.0973,nn,nn00481687,2015-02-09T01:52:10.835Z,"68km ESE of Lakeview, Oregon",earthquake
2015-02-08T17:10:24.900Z,41.8727,-119.6552,6.2672,1.85,ml,5,220.71,0.132,0.1628,nn,nn00481629,2015-02-09T01:53:50.433Z,"67km ESE of Lakeview, Oregon",earthquake
2015-02-08T17:07:49.960Z,38.8476677,-122.8371658,0.84,0.79,md,6,119,0.00916,0.02,nc,nc72393451,2015-02-08T19:13:04.169Z,"10km WNW of Cobb, California",earthquake
2015-02-08T16:58:34.170Z,34.0401667,-117.2781667,16.92,0.96,ml,24,73,0.06159,0.25,ci,ci37314224,2015-02-08T17:02:37.768Z,"2km WSW of Loma Linda, California",earthquake
2015-02-08T16:58:04.290Z,41.8753,-119.6558,10.8774,1.84,ml,4,128.78,0.13,0.0536,nn,nn00481625,2015-02-09T01:48:49.181Z,"66km ESE of Lakeview, Oregon",earthquake
2015-02-08T16:54:52.300Z,46.3095,-122.3255,19.26,0.95,md,10,170,0.01219,0.1,uw,uw60954047,2015-02-08T17:08:48.490Z,"27km S of Morton, Washington",earthquake
2015-02-08T16:47:38.194Z,39.6342,-119.998,6.9866,0.34,ml,6,115.82,0.039,0.1145,nn,nn00481632,2015-02-09T01:47:05.349Z,"5km SSW of Cold Springs, Nevada",earthquake
2015-02-08T16:40:50.000Z,61.3256,-149.0344,14.9,2.5,ml,,,,0.76,ak,ak11504675,2015-02-09T00:43:28.671Z,"24km S of Butte, Alaska",earthquake
2015-02-08T16:35:01.020Z,52.5,-175.8693,174.94,4.3,mb,,105,0.424,0.84,us,usc000tn7x,2015-02-09T00:37:39.140Z,"87km NE of Adak, Alaska",earthquake
2015-02-08T16:28:55.000Z,64.2388,-149.9719,9.5,2.1,ml,,,,0.74,ak,ak11504668,2015-02-08T16:52:05.942Z,"56km SW of North Nenana, Alaska",earthquake
2015-02-08T16:28:31.840Z,-5.5092,147.0092,187.55,4.6,mb,,73,3.461,0.46,us,usc000tn7q,2015-02-09T00:31:11.916Z,"134km N of Lae, Papua New Guinea",earthquake
2015-02-08T16:21:03.950Z,34.5415,-118.1373333,10.19,1.71,ml,16,83,0.0131,0.25,ci,ci37314208,2015-02-08T16:25:12.013Z,"5km NNW of Vincent, California",earthquake
2015-02-08T16:14:01.150Z,38.8123322,-122.8248367,2.71,1.12,md,11,77,0.004845,0.02,nc,nc72393446,2015-02-08T19:33:07.111Z,"7km WNW of The Geysers, California",earthquake
2015-02-08T16:13:49.340Z,37.6418343,-118.9394989,8.78,2.53,md,15,85,0.05629,0.08,nc,nc72393441,2015-02-08T22:54:38.951Z,"2km SSE of Mammoth Lakes, California",earthquake
2015-02-08T16:00:50.550Z,46.1335,-122.4075,17.12,0.55,md,13,198,0.06241,0.11,uw,uw60954042,2015-02-08T17:10:54.780Z,"25km N of Amboy, Washington",earthquake
2015-02-08T15:47:56.602Z,39.3962,-119.8165,4.5372,0.51,ml,12,80.62,0.041,0.1582,nn,nn00481627,2015-02-09T01:43:41.400Z,"14km S of Reno, Nevada",earthquake
2015-02-08T15:47:31.000Z,61.7859,-149.6047,37.7,1.9,ml,,,,0.48,ak,ak11504665,2015-02-08T16:12:48.682Z,"17km N of Meadow Lakes, Alaska",earthquake
2015-02-08T15:40:44.071Z,39.5617,-118.0918,0,1.43,ml,9,246.21,0.992,0.2587,nn,nn00481610,2015-02-08T22:08:30.606Z,"59km E of Fallon, Nevada",earthquake
2015-02-08T15:34:26.370Z,37.8373,-118.1012,8.97,1.76,ml,10,178.73,1.199,,nn,nn00481608,2015-02-08T15:37:13.189Z,"57km NNE of Dixon Lane-Meadow Creek, California",earthquake
2015-02-08T15:22:08.540Z,-34.1953,179.1022,193.08,4.9,mb,,50,3.421,0.59,us,usc000tn7h,2015-02-08T23:24:36.220Z,South of the Kermadec Islands,earthquake
2015-02-08T15:09:09.220Z,-2.4366,119.3695,40.65,5.2,mb,,34,2.588,0.63,us,usc000tn7f,2015-02-08T23:11:53.134Z,"13km WNW of Kalumpang, Indonesia",earthquake
2015-02-08T15:00:54.970Z,38.8148346,-122.8263321,2.47,1.12,md,14,66,0.02477,0.03,nc,nc72393436,2015-02-08T18:58:02.835Z,"7km NW of The Geysers, California",earthquake
2015-02-08T14:53:58.000Z,63.1665,-150.327,114.2,1.4,ml,,,,0.4,ak,ak11504639,2015-02-08T15:22:28.941Z,"73km WSW of Cantwell, Alaska",earthquake
2015-02-08T14:44:34.650Z,36.5885,70.9983,193.58,4,mb,,111,2.591,0.64,us,usc000tn7e,2015-02-08T22:47:16.564Z,"33km SSE of Jarm, Afghanistan",earthquake
2015-02-08T14:24:19.160Z,37.6276665,-118.9406662,1.49,2.15,md,5,141,0.04969,0.05,nc,nc72393426,2015-02-08T22:54:02.697Z,"2km SSE of Mammoth Lakes, California",earthquake
2015-02-08T14:16:10.250Z,38.4681664,-122.7051697,4.58,1.49,md,7,77,0.08327,0.02,nc,nc72393421,2015-02-08T18:25:02.381Z,"3km NNE of Santa Rosa, California",earthquake
2015-02-08T14:12:42.000Z,33.3793333,-116.3395,9.05,0.84,ml,27,39,0.1285,0.43,ci,ci37314200,2015-02-08T14:16:37.952Z,"14km NNE of Borrego Springs, California",earthquake
2015-02-08T14:11:09.283Z,37.6328,-118.9762,12,0.27,ml,4,224.97,0.028,,nn,nn00481590,2015-02-08T19:12:46.797Z,"1km SSW of Mammoth Lakes, California",earthquake
2015-02-08T14:08:24.470Z,47.728,-121.6483333,15.03,1.1,md,7,125,0.0434,0.18,uw,uw60954037,2015-02-08T16:51:49.350Z,"14km SSE of Gold Bar, Washington",earthquake
2015-02-08T14:04:49.021Z,37.633,-118.954,8,0.6,ml,4,207.68,0.042,,nn,nn00481589,2015-02-08T19:12:39.208Z,"2km SE of Mammoth Lakes, California",earthquake
2015-02-08T14:00:18.363Z,38.0105,-119.337,16,1.89,ml,5,181.2,0.478,,nn,nn00481588,2015-02-08T19:12:33.042Z,"28km SSW of Bridgeport, California",earthquake
2015-02-08T13:59:18.136Z,37.6328,-118.9762,12,0.65,ml,4,224.97,0.028,,nn,nn00481587,2015-02-08T19:12:25.272Z,"1km SSW of Mammoth Lakes, California",earthquake
2015-02-08T13:53:55.490Z,33.886,-116.8885,14.2,0.53,ml,15,203,0.0921,0.14,ci,ci37314192,2015-02-08T13:57:53.801Z,"4km SSW of Banning, California",earthquake
2015-02-08T13:50:36.904Z,39.5835,-118.0598,5.7047,1.02,ml,6,249.25,1.021,0.0509,nn,nn00481657,2015-02-08T22:12:12.213Z,"62km ENE of Fallon, Nevada",earthquake
2015-02-08T13:44:16.606Z,37.6328,-118.9762,12,0.89,ml,4,224.97,0.028,,nn,nn00481585,2015-02-08T19:12:18.703Z,"1km SSW of Mammoth Lakes, California",earthquake
2015-02-08T13:44:16.500Z,19.4035,-155.2857,0,2.1,ml,,71.99999424,0.008983153,0.2,hv,hv60848131,2015-02-08T21:46:57.845Z,"5km WSW of Volcano, Hawaii",earthquake
2015-02-08T13:43:45.700Z,19.3367,-155.1312,4.8,2.8,Ml,,172.8,0.04491576,0.14,hv,hv60848126,2015-02-08T21:46:15.676Z,"15km SE of Volcano, Hawaii",earthquake
2015-02-08T13:34:52.610Z,40.2789993,-124.4156647,19.52,2.31,md,9,296,0.1093,0.04,nc,nc72393411,2015-02-08T17:43:02.776Z,"35km SW of Rio Dell, California",earthquake
2015-02-08T13:25:57.000Z,65.0286,-147.464,13.2,0.7,ml,,,,0.22,ak,ak11504614,2015-02-08T13:38:31.997Z,"24km NNE of Fairbanks, Alaska",earthquake
2015-02-08T13:22:31.000Z,37.6357,-118.9372,7.3,2.7,Md,9,86.4,0.11318773,0.04,nc,nc72393406,2015-02-08T21:25:04.825Z,"2km SE of Mammoth Lakes, California",earthquake
2015-02-08T13:21:45.600Z,19.0678,-65.4623,13,2.7,Md,3,320.4,0.77524609,0.1,pr,pr15039005,2015-02-08T21:24:22.557Z,"81km NNE of Luquillo, Puerto Rico",earthquake
2015-02-08T13:16:58.650Z,32.9571667,-116.4036667,12.88,0.6,ml,14,67,0.06685,0.29,ci,ci37314184,2015-02-08T13:20:41.771Z,"19km NE of Pine Valley, California",earthquake
2015-02-08T13:02:34.190Z,38.8414993,-122.8021698,2.3,0.46,md,10,133,0.009737,0.01,nc,nc72393401,2015-02-08T17:24:02.217Z,"7km WNW of Cobb, California",earthquake
2015-02-08T12:58:33.400Z,19.4055,-155.2783,1.4,1.9,Ml,,43.2,0.00898315,0.2,hv,hv60848121,2015-02-08T13:04:20.059Z,"5km WSW of Volcano, Hawaii",earthquake
2015-02-08T12:47:22.890Z,38.9593315,-123.0185013,6,1.88,md,13,129,0.05408,0.03,nc,nc72393396,2015-02-08T16:47:02.038Z,"12km SW of Lakeport, California",earthquake
2015-02-08T12:46:42.900Z,43.374,147.3138,51.65,4.9,mb,,95,3.351,0.7,us,usc000tn6u,2015-02-08T20:49:17.987Z,"67km SE of Shikotan, Russia",earthquake
2015-02-08T12:45:03.396Z,36.7257,-115.9358,1.7162,0.07,ml,16,203.45,0.04,0.1386,nn,nn00481577,2015-02-08T19:12:06.488Z,"57km N of Pahrump, Nevada",earthquake
2015-02-08T12:29:18.060Z,48.3108333,-121.8806667,4,0.87,md,7,136,0.1197,0.11,uw,uw60954032,2015-02-08T16:50:15.390Z,"18km NE of Arlington Heights, Washington",earthquake
2015-02-08T12:27:42.070Z,38.517334,-122.4083328,8.33,2.22,md,24,66,0.126,0.1,nc,nc72393391,2015-02-08T16:47:01.965Z,"5km ENE of Saint Helena, California",earthquake
2015-02-08T12:19:48.640Z,14.5923,-92.3406,89.97,4.6,mb,,156,0.628,1.19,us,usc000tn6r,2015-02-08T20:22:22.698Z,"14km WNW of Suchiate, Mexico",earthquake
2015-02-08T11:47:36.210Z,36.593,-98.2805,7.71,2.7,mb_lg,,56,0.255,0.83,us,usc000tn6p,2015-02-08T12:08:38.973Z,"5km N of Helena, Oklahoma",earthquake
2015-02-08T11:16:15.100Z,33.6015,-116.8235,10.05,0.38,ml,25,56,0.03492,0.22,ci,ci37314176,2015-02-08T11:19:59.078Z,"15km WNW of Anza, California",earthquake
2015-02-08T11:13:56.700Z,19.4883,-155.5813,1.7,1.8,Md,,54,0.01796631,0.19,hv,hv60848091,2015-02-08T11:16:59.547Z,"29km E of Honaunau-Napoopoo, Hawaii",earthquake
2015-02-08T11:11:52.000Z,63.2091,-150.4901,129.7,2.6,ml,,,,0.32,ak,ak11504580,2015-02-08T19:14:29.825Z,"79km WSW of Cantwell, Alaska",earthquake
2015-02-08T11:11:47.750Z,38.8359985,-122.7826691,1.81,0.89,md,5,196,0.008214,0.01,nc,nc72393381,2015-02-08T13:30:05.312Z,"5km WNW of Cobb, California",earthquake
2015-02-08T11:09:02.747Z,39.5843,-118.0626,4.3718,0.94,ml,6,249.12,1.021,0.1052,nn,nn00481655,2015-02-08T22:10:21.606Z,"62km ENE of Fallon, Nevada",earthquake
2015-02-08T11:07:07.180Z,33.6265,-116.6738333,14.21,0.84,ml,31,57,0.05277,0.15,ci,ci37314168,2015-02-08T11:11:06.827Z,"8km N of Anza, California",earthquake
2015-02-08T11:06:09.850Z,35.4911667,-118.2985,7.18,1.35,ml,29,92,0.1368,0.24,ci,ci37314160,2015-02-08T11:17:05.630Z,"21km ESE of Bodfish, California",earthquake
2015-02-08T10:56:15.530Z,35.5118333,-92.4451667,0.87,2.14,md,14,48,0.05225,0.2,nm,nm60004008,2015-02-08T18:58:45.391Z,"8km S of Clinton, Arkansas",earthquake
2015-02-08T10:50:27.890Z,38.8233337,-122.8436661,2.32,0.84,md,15,75,0.006749,0.01,nc,nc72393376,2015-02-08T13:00:06.401Z,"9km NW of The Geysers, California",earthquake
2015-02-08T10:34:05.300Z,19.3818,-155.0933,3.3,2.2,Ml,,140.4,0.00898315,0.17,hv,hv60848076,2015-02-08T10:39:54.368Z,"14km S of Fern Acres, Hawaii",earthquake
2015-02-08T10:32:32.360Z,46.845,-121.7616667,3.45,-0.33,md,5,106,0.02181,0.04,uw,uw60954022,2015-02-08T17:15:39.870Z,"27km NNW of Packwood, Washington",earthquake
2015-02-08T10:27:24.170Z,38.8349991,-122.7976685,2.33,0.69,md,7,118,0.0151,0.01,nc,nc72393371,2015-02-08T12:31:04.356Z,"6km WNW of Cobb, California",earthquake
2015-02-08T10:23:52.000Z,62.6561,-151.5812,8.2,1.7,ml,,,,0.22,ak,ak11504578,2015-02-08T10:49:57.027Z,"84km WNW of Talkeetna, Alaska",earthquake
2015-02-08T10:15:13.770Z,35.8841,-97.3576,2.52,3,mb_lg,,34,0.117,0.59,us,usc000tn6d,2015-02-08T13:17:12.619Z,"6km E of Guthrie, Oklahoma",earthquake
2015-02-08T10:06:11.853Z,37.4688,-117.4213,8.9539,1.21,ml,16,87.84,0.296,0.1282,nn,nn00481560,2015-02-08T18:33:57.064Z,"31km SSW of Goldfield, Nevada",earthquake
2015-02-08T09:57:09.260Z,34.0145,-116.4348333,1.1,0.85,ml,16,51,0.06618,0.36,ci,ci37314144,2015-02-08T10:00:56.203Z,"9km NE of Desert Hot Springs, California",earthquake
2015-02-08T09:50:46.700Z,38.8011665,-122.7705002,1.93,0.28,md,5,228,0.01446,0.01,nc,nc72393366,2015-02-08T12:05:03.326Z,"2km NNW of The Geysers, California",earthquake
2015-02-08T09:47:18.530Z,38.7859993,-122.7415009,1.83,0.28,md,9,88,0.004641,0.02,nc,nc72393361,2015-02-08T12:05:02.147Z,"1km NE of The Geysers, California",earthquake
2015-02-08T09:41:50.199Z,41.8622,-119.6373,7.902,1.46,ml,5,222.83,0.149,0.1565,nn,nn00481555,2015-02-09T01:50:32.404Z,"68km ESE of Lakeview, Oregon",earthquake
2015-02-08T09:36:41.950Z,36.0393333,-117.5888333,2.88,1.07,ml,16,117,0.08301,0.16,ci,ci37314136,2015-02-08T09:40:27.167Z,"31km ENE of Little Lake, California",earthquake
2015-02-08T09:34:02.660Z,35.7878333,-118.3093333,1.1,1.45,ml,27,84,0.09875,0.18,ci,ci37314128,2015-02-08T09:37:52.775Z,"11km ENE of Kernville, California",earthquake
2015-02-08T09:21:50.000Z,64.6415,-149.2581,13.7,0.9,ml,,,,0.18,ak,ak11504575,2015-02-08T09:54:55.450Z,"9km NW of North Nenana, Alaska",earthquake
2015-02-08T09:07:59.080Z,33.041,-116.4475,7.3,1.48,ml,51,37,0.1322,0.21,ci,ci37314120,2015-02-08T09:18:36.390Z,"15km ESE of Julian, California",earthquake
2015-02-08T09:03:20.260Z,37.6348343,-118.9378357,7.41,1.9,md,6,91,0.05428,0.02,nc,nc72393341,2015-02-08T18:11:08.488Z,"10km S of Mammoth Lakes, California",earthquake
2015-02-08T08:52:58.830Z,35.0411667,-116.9935,2.3,2.36,ml,30,60,0.07994,0.18,ci,ci37314112,2015-02-08T09:00:49.677Z,"16km N of Barstow, California",earthquake
2015-02-08T08:42:43.494Z,37.6216,-118.952,5.735,0.41,ml,4,187.01,0.04,0.023,nn,nn00481535,2015-02-09T00:46:41.841Z,"3km SSE of Mammoth Lakes, California",earthquake
2015-02-08T08:39:05.706Z,39.5758,-118.0883,8.1818,1.28,ml,6,247.38,1.006,0.1106,nn,nn00481654,2015-02-08T22:08:50.565Z,"60km E of Fallon, Nevada",earthquake
2015-02-08T08:35:38.650Z,36.2684,-97.3106,3.17,2.9,mb_lg,,35,0.485,0.61,us,usc000tn67,2015-02-08T18:56:32.627Z,"3km SW of Perry, Oklahoma",earthquake
2015-02-08T08:32:09.650Z,35.8895,-117.6448333,13.87,0.64,ml,9,115,0.05789,0.19,ci,ci37314104,2015-02-08T08:35:50.257Z,"24km ESE of Little Lake, California",earthquake
2015-02-08T08:28:12.000Z,61.6379,-149.6929,30.7,1.8,ml,,,,0.59,ak,ak11504561,2015-02-08T08:39:39.090Z,"5km WNW of Meadow Lakes, Alaska",earthquake
2015-02-08T08:26:20.830Z,38.8341675,-122.8079987,2.36,0.82,md,13,97,0.01088,0.03,nc,nc72393331,2015-02-08T09:00:01.983Z,"7km W of Cobb, California",earthquake
2015-02-08T08:17:17.380Z,39.5508,-118.0934,0,1.23,ml,9,245.75,0.981,0.1892,nn,nn00481653,2015-02-08T22:08:43.590Z,"59km E of Fallon, Nevada",earthquake
2015-02-08T08:14:57.220Z,34.167,-116.8238333,13.12,0.89,ml,23,92,0.1183,0.25,ci,ci37314096,2015-02-08T08:18:53.910Z,"11km S of Big Bear City, California",earthquake
2015-02-08T08:08:39.608Z,39.3971,-119.8122,3.9466,-0.07,ml,5,129.53,0.038,0.1286,nn,nn00481630,2015-02-09T01:45:24.390Z,"14km S of Reno, Nevada",earthquake
2015-02-08T07:58:33.870Z,32.0966667,-116.2298333,1.09,2.8,ml,18,129,0.2563,0.35,ci,ci37314088,2015-02-09T02:05:50.297Z,"45km NE of Ensenada, B.C., Mexico",earthquake
2015-02-08T07:57:59.190Z,34.16,-118.3813333,18.51,1.15,ml,15,113,0.08137,0.24,ci,ci37314080,2015-02-08T08:02:19.429Z,"1km SSW of North Hollywood, California",earthquake
2015-02-08T07:56:32.446Z,37.633,-118.954,8,0.04,ml,4,207.68,0.042,,nn,nn00481532,2015-02-08T21:02:09.009Z,"2km SE of Mammoth Lakes, California",earthquake
2015-02-08T07:14:36.420Z,32.585,-115.6976667,8.4,1.26,ml,12,141,0.06857,0.22,ci,ci37314072,2015-02-08T07:18:35.089Z,"11km W of Progreso, B.C., Mexico",earthquake
2015-02-08T07:12:16.300Z,19.2262,-155.4687,0,2.1,Md,,93.6,0.03593261,0.32,hv,hv60848021,2015-02-08T07:15:38.425Z,"2km NNE of Pahala, Hawaii",earthquake
2015-02-08T07:08:36.700Z,18.9395,-66.4148,49,2.8,Md,10,266.4,0.47161552,0.28,pr,pr15039003,2015-02-08T15:11:17.694Z,"52km N of Brenas, Puerto Rico",earthquake
2015-02-08T07:01:37.030Z,46.853,-121.9446667,10.52,0.57,md,12,70,0.1003,0.32,uw,uw60954017,2015-02-08T17:14:03.380Z,"24km E of Eatonville, Washington",earthquake
2015-02-08T06:41:08.350Z,37.6131,-118.9316,2,0.58,ml,4,167.22,0.055,,nn,nn00481523,2015-02-08T07:29:27.408Z,"5km SE of Mammoth Lakes, California",earthquake
2015-02-08T06:12:38.980Z,38.8231659,-122.8428345,2.53,0.19,md,8,149,0.006097,0.01,nc,nc72393296,2015-02-08T07:15:05.211Z,"9km NW of The Geysers, California",earthquake
2015-02-08T06:11:17.360Z,38.7958336,-122.9140015,3.67,1.48,md,22,81,0.02371,0.04,nc,nc72393291,2015-02-08T08:39:06.947Z,"9km E of Cloverdale, California",earthquake
2015-02-08T05:48:51.570Z,38.8351669,-122.8013306,2.85,0.89,md,16,57,0.009171,0.02,nc,nc72393286,2015-02-08T08:10:05.620Z,"6km WNW of Cobb, California",earthquake
2015-02-08T05:41:22.900Z,46.6848333,-121.7761667,1.22,0.54,md,10,93,0.0697,0.11,uw,uw60953977,2015-02-08T05:51:09.680Z,"11km NW of Packwood, Washington",earthquake
2015-02-08T05:39:42.000Z,60.3591,-143.4873,20.2,1.3,ml,,,,0.14,ak,ak11504524,2015-02-08T06:08:57.930Z,"67km WNW of Cape Yakataga, Alaska",earthquake
2015-02-08T05:31:03.680Z,33.535,-116.7515,18.72,1.45,ml,12,114,0.03256,0.24,ci,ci37314064,2015-02-08T05:34:59.017Z,"8km WSW of Anza, California",earthquake
2015-02-08T05:27:29.900Z,17.9235,-66.749,6,2.7,Md,10,201.6,0.18056137,0.36,pr,pr15039001,2015-02-08T13:30:08.461Z,"8km SSW of Tallaboa, Puerto Rico",earthquake
